"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:02:11 GMT 2023","158037","","Тестовый набор сценариев для категории «Кредиты»","","testSuites.CreditTests","creditMobileTest","Проверка совпадения параметров кредита на двух страницах","Проверяем совпадение параметров («Ежемесячный платеж» , «Ставка»  и «Сумма кредита») кредита на странице его расчета и на странице графика платежей"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90073","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","telegramButtonTest","Проверка совпадения названия Telegram канала с тестовыми данными при нажатии на иконку мессенджера","Проверяем, что при нажатии на иконку «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 20:59:28 GMT 2023","Thu May 25 21:01:07 GMT 2023","99068","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","subscribeTelegramTest","Проверка совпадения названия Telegram канала с тестовыми данными [1] 0","Проверяем, что при нажатии на постер «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 21:01:07 GMT 2023","Thu May 25 21:03:18 GMT 2023","130669","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90100","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [2] 2","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90066","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","subscribeTelegramMobileTest","Проверка совпадения названия Telegram канала с тестовыми данными","Проверяем, что при нажатии на постер «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90068","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","telegramButtonMobileTest","Проверка совпадения названия Telegram канала с тестовыми данными при нажатии на иконку мессенджера","Проверяем, что при нажатии на иконку «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 20:59:29 GMT 2023","Thu May 25 21:01:07 GMT 2023","98264","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"failed","Thu May 25 20:59:29 GMT 2023","Thu May 25 21:01:18 GMT 2023","108802","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [1] 1","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 21:01:03 GMT 2023","Thu May 25 21:03:17 GMT 2023","134089","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [3] 3","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 20:59:29 GMT 2023","Thu May 25 21:02:10 GMT 2023","161285","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:02:22 GMT 2023","169338","","Тестовый набор сценариев для категории «Кредиты»","","testSuites.CreditTests","creditTest","Проверка совпадения параметров кредита на двух страницах","Проверяем совпадение параметров («Ежемесячный платеж» , «Ставка»  и «Сумма кредита») кредита на странице его расчета и на странице графика платежей"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90084","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [1] 1","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 20:59:29 GMT 2023","Thu May 25 21:02:10 GMT 2023","161330","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessMobileTest","Проверка отображения сообщения об ошибке при заполнении заявки на открытие счета","Проверяем, что при заполнении заявки на рекомендованный тариф, отображается сообщение об ошибке при некорректном введении почты в поле"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:02:22 GMT 2023","169461","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [1] 1","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90046","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [2] 2","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90170","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [3] 3","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 20:59:28 GMT 2023","Thu May 25 21:01:07 GMT 2023","99083","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessTest","Проверка отображения выбранного тарифа при заполнении заявки на открытие счета","Проверяем, что при подборе рекомендованного тарифа, его название совпадает с названием, которое отображается при заполнении заявки на открытие счета"
"broken","Thu May 25 21:01:07 GMT 2023","Thu May 25 21:03:18 GMT 2023","130474","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","subscribeTelegramTest","Проверка совпадения названия Telegram канала с тестовыми данными [2] 1","Проверяем, что при нажатии на постер «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:03 GMT 2023","90105","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [1] 1","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"failed","Thu May 25 20:59:33 GMT 2023","Thu May 25 21:01:18 GMT 2023","105824","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
