"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 25 13:03:27 GMT 2023","Thu May 25 13:04:58 GMT 2023","90273","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [3] 3","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 13:03:28 GMT 2023","Thu May 25 13:04:58 GMT 2023","90112","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","telegramButtonTest","Проверка совпадения названия Telegram канала с тестовыми данными при нажатии на иконку мессенджера","Проверяем, что при нажатии на иконку «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 13:03:21 GMT 2023","Thu May 25 13:06:12 GMT 2023","171374","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessTest","Проверка отображения выбранного тарифа при заполнении заявки на открытие счета","Проверяем, что при подборе рекомендованного тарифа, его название совпадает с названием, которое отображается при заполнении заявки на открытие счета"
"broken","Thu May 25 13:03:22 GMT 2023","Thu May 25 13:06:12 GMT 2023","170184","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [1] 1","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 13:03:22 GMT 2023","Thu May 25 13:05:04 GMT 2023","101975","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 13:03:22 GMT 2023","Thu May 25 13:05:04 GMT 2023","102236","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 13:03:22 GMT 2023","Thu May 25 13:05:04 GMT 2023","102057","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 13:04:58 GMT 2023","Thu May 25 13:07:19 GMT 2023","140648","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [3] 3","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 13:03:28 GMT 2023","Thu May 25 13:04:58 GMT 2023","90201","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [1] 1","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 13:03:22 GMT 2023","Thu May 25 13:05:04 GMT 2023","102213","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessMobileTest","Проверка отображения сообщения об ошибке при заполнении заявки на открытие счета","Проверяем, что при заполнении заявки на рекомендованный тариф, отображается сообщение об ошибке при некорректном введении почты в поле"
