"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 25 12:04:45 GMT 2023","Thu May 25 12:06:20 GMT 2023","94727","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"failed","Thu May 25 12:11:35 GMT 2023","Thu May 25 12:11:49 GMT 2023","14266","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","subscribeTelegramTest","Проверка совпадения названия Telegram канала с тестовыми данными [1] 0","Проверяем, что при нажатии на постер «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 12:04:45 GMT 2023","Thu May 25 12:07:21 GMT 2023","155436","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 12:04:45 GMT 2023","Thu May 25 12:06:19 GMT 2023","93878","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [1] 1","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Thu May 25 12:11:35 GMT 2023","Thu May 25 12:13:08 GMT 2023","93554","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","telegramButtonTest","Проверка совпадения названия Telegram канала с тестовыми данными при нажатии на иконку мессенджера","Проверяем, что при нажатии на иконку «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 12:03:09 GMT 2023","Thu May 25 12:04:45 GMT 2023","96132","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessMobileTest","Проверка отображения сообщения об ошибке при заполнении заявки на открытие счета","Проверяем, что при заполнении заявки на рекомендованный тариф, отображается сообщение об ошибке при некорректном введении почты в поле"
"broken","Thu May 25 12:07:21 GMT 2023","Thu May 25 12:08:53 GMT 2023","91814","","Тестовый набор сценариев для категории «Кредиты»","","testSuites.CreditTests","creditTest","Проверка совпадения параметров кредита на двух страницах","Проверяем совпадение параметров («Ежемесячный платеж» , «Ставка»  и «Сумма кредита») кредита на странице его расчета и на странице графика платежей"
"broken","Thu May 25 12:11:35 GMT 2023","Thu May 25 12:13:08 GMT 2023","93394","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","subscribeTelegramMobileTest","Проверка совпадения названия Telegram канала с тестовыми данными","Проверяем, что при нажатии на постер «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Thu May 25 12:09:00 GMT 2023","Thu May 25 12:10:33 GMT 2023","93756","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [3] 3","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Thu May 25 12:04:45 GMT 2023","Thu May 25 12:06:20 GMT 2023","94230","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
